sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval,seed
834,0,0.055,56,35,1960,4.6263478612190986e-06,0.0035714285714285713,876
167,0,0.055,108,35,3780,3.646655579232093e-06,0.016931216931216932,209
501,0,0.055,86,35,3010,0.017627994931260594,0.05448504983388704,543
668,0,0.055,115,35,4025,1.952371391412632e-09,0.002484472049689441,710
835,0,0.055,45,35,1575,0.01860136215567806,0.0419047619047619,877
334,0,0.055,121,35,4235,1.8773858329990398e-10,0.0037780401416765055,376
0,0,0.055,127,35,4445,1.14619564462254e-05,0.011923509561304836,42
502,0,0.055,64,35,2240,0.641539897742265,0.2580357142857143,544
168,0,0.055,123,35,4305,4.350774716127368e-09,0.006039488966318235,210
669,0,0.055,148,35,5180,2.6922468596892607e-09,0.0017374517374517374,711
335,0,0.055,70,35,2450,0.2847421684429443,0.14081632653061224,377
503,0,0.055,29,35,1015,0.029230317932904388,0.09261083743842365,545
836,0,0.055,80,35,2800,0.02617566057669413,0.035,878
1,0,0.055,82,35,2870,0.0004337023485771776,0.02229965156794425,43
670,0,0.055,45,35,1575,0.000989667450970496,0.025396825396825397,712
169,0,0.055,87,35,3045,3.0453489994219015e-05,0.013793103448275862,211
837,0,0.055,114,35,3990,0.002715688478116749,0.019799498746867168,879
2,0,0.055,44,35,1540,0.003288520762221546,0.03831168831168831,44
504,0,0.055,95,35,3325,0.00023048033075993558,0.01804511278195489,546
336,0,0.055,85,35,2975,7.2920499886883e-05,0.00773109243697479,378
671,0,0.055,107,35,3745,6.4788624606450585e-06,0.014152202937249666,713
170,0,0.055,128,35,4480,0.0002956121356781953,0.021651785714285714,212
838,0,0.055,47,35,1645,0.0007845257766672837,0.026747720364741642,880
505,0,0.055,68,35,2380,0.0016025271068425338,0.015966386554621848,547
672,0,0.055,57,35,1995,8.725548745449615e-06,0.0,714
3,0,0.055,88,35,3080,0.0018707180073858868,0.04383116883116883,45
171,0,0.055,34,35,1190,4.9435542370030706e-05,0.0058823529411764705,213
337,0,0.055,137,35,4795,0.013151172603357283,0.06444212721584984,379
839,0,0.055,140,35,4900,0.00023092885127553705,0.021836734693877553,881
506,0,0.055,132,35,4620,2.9338819768651633e-09,0.0025974025974025974,548
4,0,0.055,63,35,2205,0.013867980205671612,0.04671201814058957,46
673,0,0.055,25,35,875,0.02267674814611541,0.064,715
172,0,0.055,56,35,1960,0.05676078665903956,0.11122448979591837,214
507,0,0.055,44,35,1540,0.00011380208085984395,0.007792207792207792,549
5,0,0.055,68,35,2380,0.00041966758378926436,0.015546218487394958,47
338,0,0.055,122,35,4270,0.004264868399681942,0.05152224824355972,380
840,0,0.055,125,35,4375,0.00012659931374574672,0.011885714285714286,882
674,0,0.055,149,35,5215,1.5835105069258532e-11,0.0013422818791946308,716
173,0,0.055,125,35,4375,0.0566053531981638,0.05028571428571429,215
