sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval,seed
0,17,0.04,162,35,5670,8.682082850176525e-05,0.0,59
0,84,0.04,162,35,5670,0.00908202786798621,0.045,126
0,34,0.04,162,35,5670,0.0005160851256475357,0.008,76
0,51,0.04,162,35,5670,0.0001508339983957626,0.002,93
0,68,0.04,162,35,5670,7.948769759241688e-05,0.0,110
0,0,0.04,162,35,5670,8.36366573364049e-06,0.0,42
0,18,0.04,162,35,5670,6.508348867804073e-09,0.0,60
0,85,0.04,162,35,5670,0.0010398520458330168,0.011,127
0,52,0.04,162,35,5670,3.063721008382164e-05,0.0,94
0,35,0.04,162,35,5670,0.0016853687418522125,0.002,77
0,19,0.04,162,35,5670,7.838869102982655e-05,0.0,61
0,69,0.04,162,35,5670,4.904766148349309e-05,0.0,111
0,1,0.04,162,35,5670,0.3775498773490389,0.084,43
0,86,0.04,162,35,5670,0.023775356637866705,0.049,128
0,53,0.04,162,35,5670,8.733787500590778e-05,0.0,95
0,70,0.04,162,35,5670,0.00495114734579591,0.004,112
0,36,0.04,162,35,5670,0.15010892444588925,0.149,78
0,87,0.04,162,35,5670,0.08594151834130176,0.053,129
0,2,0.04,162,35,5670,0.008640258137665866,0.003,44
0,20,0.04,162,35,5670,7.272141570819786e-07,0.0,62
0,54,0.04,162,35,5670,0.00023681374577451495,0.01,96
0,71,0.04,162,35,5670,0.008006661305639486,0.002,113
0,3,0.04,162,35,5670,0.04295449768224208,0.048,45
0,37,0.04,162,35,5670,2.6511298756261423e-05,0.0,79
0,55,0.04,162,35,5670,0.00020507546496172956,0.0,97
0,21,0.04,162,35,5670,9.016497871207728e-05,0.004,63
0,88,0.04,162,35,5670,0.00043394588686292666,0.0,130
0,4,0.04,162,35,5670,0.00033409442070655364,0.0,46
0,72,0.04,162,35,5670,0.8920777104915115,0.723,114
0,22,0.04,162,35,5670,0.002244183937783421,0.0,64
0,56,0.04,162,35,5670,0.0017125815064976896,0.0,98
0,38,0.04,162,35,5670,3.422148012864099e-05,0.0,80
0,89,0.04,162,35,5670,1.2027768162759333e-10,0.0,131
0,5,0.04,162,35,5670,0.06038681963793584,0.086,47
0,73,0.04,162,35,5670,1.7060231789647793e-06,0.0,115
0,23,0.04,162,35,5670,0.0009285815418402189,0.0,65
0,57,0.04,162,35,5670,1.0383578331641744e-05,0.0,99
0,39,0.04,162,35,5670,6.805218189445072e-05,0.0,81
0,90,0.04,162,35,5670,2.8289298501582247e-06,0.0,132
0,6,0.04,162,35,5670,0.01905269081081723,0.009,48
0,74,0.04,162,35,5670,0.015197018545388926,0.01,116
0,24,0.04,162,35,5670,4.416456707444958e-05,0.0,66
0,58,0.04,162,35,5670,3.5426728183858674e-06,0.0,100
0,7,0.04,162,35,5670,0.0001388211505546625,0.0,49
0,40,0.04,162,35,5670,1.9030924526483463e-06,0.0,82
0,25,0.04,162,35,5670,0.02331983940035419,0.016,67
0,75,0.04,162,35,5670,0.6890499054005006,0.822,117
0,91,0.04,162,35,5670,0.00023857642907764158,0.0,133
0,59,0.04,162,35,5670,0.00018884644813629137,0.002,101
0,8,0.04,162,35,5670,4.035045232203876e-06,0.0,50
0,41,0.04,162,35,5670,0.37474212343012475,0.275,83
0,60,0.04,162,35,5670,7.601912439340415e-07,0.0,102
0,26,0.04,162,35,5670,0.6574012073723273,0.717,68
0,92,0.04,162,35,5670,0.000403924175881501,0.003,134
0,76,0.04,162,35,5670,9.238905902711257e-07,0.0,118
0,9,0.04,162,35,5670,0.27645287387300016,0.07,51
0,27,0.04,162,35,5670,0.0017201581033046817,0.0,69
0,61,0.04,162,35,5670,0.002836831763996721,0.0,103
0,77,0.04,162,35,5670,0.03197332108677674,0.019,119
0,10,0.04,162,35,5670,0.00048798151545977384,0.002,52
0,93,0.04,162,35,5670,0.203534708231715,0.029,135
0,42,0.04,162,35,5670,9.853592908648393e-08,0.0,84
0,28,0.04,162,35,5670,4.9316144663798464e-05,0.0,70
0,62,0.04,162,35,5670,0.146928161168636,0.033,104
0,11,0.04,162,35,5670,7.71376559722142e-06,0.0,53
0,78,0.04,162,35,5670,0.004374130114163243,0.018,120
0,43,0.04,162,35,5670,0.9956671615065845,0.946,85
0,63,0.04,162,35,5670,5.332550924275526e-07,0.0,105
0,94,0.04,162,35,5670,4.5591749110943165e-07,0.0,136
0,29,0.04,162,35,5670,0.07348916617278557,0.074,71
0,79,0.04,162,35,5670,5.001678084087913e-06,0.0,121
0,44,0.04,162,35,5670,0.0007790009168995828,0.0,86
0,64,0.04,162,35,5670,0.06489859731806996,0.16,106
0,95,0.04,162,35,5670,3.585115523903154e-06,0.0,137
0,12,0.04,162,35,5670,0.011883320952849311,0.004,54
0,30,0.04,162,35,5670,0.015678902848559394,0.031,72
0,45,0.04,162,35,5670,0.011247861664957661,0.024,87
0,65,0.04,162,35,5670,0.0026675772753603556,0.0,107
0,31,0.04,162,35,5670,0.02216710848228705,0.0,73
0,80,0.04,162,35,5670,0.0013279644309202555,0.001,122
0,13,0.04,162,35,5670,0.0004092594437786068,0.008,55
0,66,0.04,162,35,5670,0.013196127518827348,0.088,108
0,32,0.04,162,35,5670,0.004379260285569834,0.0,74
0,81,0.04,162,35,5670,0.000801012028429261,0.007,123
0,14,0.04,162,35,5670,0.4243998886054116,0.257,56
0,82,0.04,162,35,5670,0.0005401254711433084,0.005,124
0,15,0.04,162,35,5670,0.22492718690214392,0.182,57
0,83,0.04,162,35,5670,0.011249534662904308,0.0,125
