sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval,seed
0,501,0.055,38,38,1444,0.0011450853823538826,0.0,543
0,334,0.055,38,38,1444,9.011002826684704e-05,0.0,376
0,167,0.055,38,38,1444,0.007480334749161832,0.001,209
0,0,0.055,38,38,1444,0.0011450531745477242,0.0,42
0,335,0.055,38,38,1444,0.02372579290733924,0.004,377
0,168,0.055,38,38,1444,7.88049187925634e-06,0.0,210
0,834,0.055,38,38,1444,4.6145038905592975e-06,0.0,876
0,1,0.055,38,38,1444,0.0001666036225242409,0.0,43
0,668,0.055,38,38,1444,0.027630619135027425,0.002,710
0,336,0.055,38,38,1444,0.0008207924150183789,0.0,378
0,502,0.055,38,38,1444,0.04261526977847337,0.011,544
0,669,0.055,38,38,1444,0.0007357536950948022,0.0,711
0,835,0.055,38,38,1444,0.00036485228713095734,0.0,877
0,2,0.055,38,38,1444,0.00012089838054744626,0.0,44
0,337,0.055,38,38,1444,0.003472395862323993,0.0,379
0,169,0.055,38,38,1444,0.00016900333339940607,0.0,211
0,503,0.055,38,38,1444,5.0386460062946406e-05,0.0,545
0,670,0.055,38,38,1444,0.008959210036789254,0.001,712
0,836,0.055,38,38,1444,0.00013966043992883002,0.0,878
0,504,0.055,38,38,1444,0.0038786884768121184,0.0,546
0,170,0.055,38,38,1444,0.0017035124190325685,0.0,212
0,3,0.055,38,38,1444,0.00016491620395221664,0.0,45
0,338,0.055,38,38,1444,0.021130160937809943,0.003,380
0,837,0.055,38,38,1444,0.005673383173473093,0.0,879
0,171,0.055,38,38,1444,0.0005883735375734214,0.0,213
0,671,0.055,38,38,1444,1.6032643735553923e-06,0.0,713
0,505,0.055,38,38,1444,8.91857689435192e-06,0.0,547
0,4,0.055,38,38,1444,3.0918962490066025e-06,0.0,46
0,838,0.055,38,38,1444,3.825160433646131e-05,0.0,880
0,339,0.055,38,38,1444,0.0026329011252707087,0.0,381
0,672,0.055,38,38,1444,0.0003015428960609214,0.0,714
0,506,0.055,38,38,1444,0.006633537920692485,0.0,548
0,172,0.055,38,38,1444,0.014853072258669938,0.001,214
0,673,0.055,38,38,1444,3.2920638446015744e-08,0.0,715
0,5,0.055,38,38,1444,0.0005159196195504297,0.0,47
0,839,0.055,38,38,1444,0.006626342720332617,0.0,881
0,340,0.055,38,38,1444,2.671781409157656e-05,0.0,382
0,674,0.055,38,38,1444,1.467389724140667e-05,0.0,716
0,6,0.055,38,38,1444,5.426663830790242e-08,0.0,48
0,173,0.055,38,38,1444,2.112226048175694e-05,0.0,215
0,507,0.055,38,38,1444,0.000502723156440144,0.0,549
0,341,0.055,38,38,1444,0.051984809474462226,0.02,383
